row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,family_id_group,sample_id_group,treatment_group,weight_g_measurement,width_mm_measurement,length_mm_measurement,area_mm2_measurement,sample_key,value_t0,fold_change,trace_id,mean_blank_rfu,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
A,1,A1,2138,b,0.5,FALSE,FALSE,NA,10,1,NA,NA,NA,NA,186.336,1,125,17.104,1,120,1.0334928229665072,16.07050717703349,0.08624477920011962
A,2,A2,283,b,0.5,FALSE,FALSE,NA,7,2,NA,NA,NA,NA,122.483,2,123,2.3008130081300813,2,120,1.0334928229665072,1.267320185163574,0.010346906796564208
A,3,A3,306,b,0.5,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,183.557,3,131,2.33587786259542,3,120,1.0334928229665072,1.3023850396289127,0.007095262178118583
A,4,A4,2377,b,0.5,FALSE,FALSE,NA,8,4,NA,NA,NA,NA,209.685,4,141,16.858156028368793,4,120,1.0334928229665072,15.824663205402285,0.07546874218662415
B,1,B1,395,b,0.5,FALSE,FALSE,NA,3,5,NA,NA,NA,NA,172.67,5,152,2.598684210526316,5,120,1.0334928229665072,1.5651913875598087,0.009064639992817564
B,2,B2,2102,b,0.5,FALSE,FALSE,NA,9,6,NA,NA,NA,NA,106.442,6,140,15.014285714285714,6,120,1.0334928229665072,13.980792891319208,0.13134658209465444
B,3,B3,466,b,0.5,FALSE,FALSE,NA,5,7,NA,NA,NA,NA,174.392,7,144,3.236111111111111,7,120,1.0334928229665072,2.202618288144604,0.012630271389424996
B,4,B4,367,b,0.5,FALSE,FALSE,NA,9b,8,NA,NA,NA,NA,181.477,8,145,2.5310344827586206,8,120,1.0334928229665072,1.4975416597921134,0.008251963939188511
C,1,C1,3198,b,0.5,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,198.653,9,179,17.865921787709496,9,120,1.0334928229665072,16.832428964742988,0.08473282036889948
C,2,C2,2156,b,0.5,FALSE,FALSE,NA,8,10,NA,NA,NA,NA,139.825,10,131,16.458015267175572,10,120,1.0334928229665072,15.424522444209064,0.11031305163031693
C,3,C3,2880,b,0.5,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.93,11,136,21.176470588235293,11,120,1.0334928229665072,20.142977765268785,0.1599537661023488
A,1,A1,2657,b,1,FALSE,FALSE,NA,10,1,NA,NA,NA,NA,186.336,1,125,21.256,1,127,1.09377990430622,20.16222009569378,0.10820356826213817
A,2,A2,498,b,1,FALSE,FALSE,NA,7,2,NA,NA,NA,NA,122.483,2,123,4.048780487804878,2,127,1.09377990430622,2.9550005834986584,0.024125801813301914
A,3,A3,525,b,1,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,183.557,3,131,4.00763358778626,3,127,1.09377990430622,2.91385368348004,0.015874380620080085
A,4,A4,2971,b,1,FALSE,FALSE,NA,8,4,NA,NA,NA,NA,209.685,4,141,21.070921985815602,4,127,1.09377990430622,19.97714208150938,0.09527215624154986
B,1,B1,628,b,1,FALSE,FALSE,NA,3,5,NA,NA,NA,NA,172.67,5,152,4.131578947368421,5,127,1.09377990430622,3.0377990430622015,0.017593091116361856
B,2,B2,2350,b,1,FALSE,FALSE,NA,9,6,NA,NA,NA,NA,106.442,6,140,16.785714285714285,6,127,1.09377990430622,15.691934381408064,0.14742239324146544
B,3,B3,768,b,1,FALSE,FALSE,NA,5,7,NA,NA,NA,NA,174.392,7,144,5.333333333333333,7,127,1.09377990430622,4.239553429027113,0.024310481151813806
B,4,B4,572,b,1,FALSE,FALSE,NA,9b,8,NA,NA,NA,NA,181.477,8,145,3.9448275862068964,8,127,1.09377990430622,2.8510476819006767,0.01571024252054352
C,1,C1,3375,b,1,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,198.653,9,179,18.854748603351954,9,127,1.09377990430622,17.760968699045733,0.08940699963778918
C,2,C2,2337,b,1,FALSE,FALSE,NA,8,10,NA,NA,NA,NA,139.825,10,131,17.83969465648855,10,127,1.09377990430622,16.74591475218233,0.11976338102758685
C,3,C3,3147,b,1,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.93,11,136,23.139705882352942,11,127,1.09377990430622,22.04592597804672,0.17506492478398095
A,1,A1,6276,b,1.5,FALSE,FALSE,NA,10,1,NA,NA,NA,NA,186.336,1,125,50.208,1,133,1.1454545454545455,49.06254545454545,0.26330148470797615
A,2,A2,527,b,1.5,FALSE,FALSE,NA,7,2,NA,NA,NA,NA,122.483,2,123,4.284552845528455,2,133,1.1454545454545455,3.1390983000739094,0.02562884890208363
A,3,A3,666,b,1.5,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,183.557,3,131,5.083969465648855,3,133,1.1454545454545455,3.9385149201943097,0.02145663156509591
A,4,A4,3907,b,1.5,FALSE,FALSE,NA,8,4,NA,NA,NA,NA,209.685,4,141,27.70921985815603,4,133,1.1454545454545455,26.563765312701484,0.12668414675680895
B,1,B1,771,b,1.5,FALSE,FALSE,NA,3,5,NA,NA,NA,NA,172.67,5,152,5.072368421052632,5,133,1.1454545454545455,3.9269138755980864,0.02274230541262574
B,2,B2,2498,b,1.5,FALSE,FALSE,NA,9,6,NA,NA,NA,NA,106.442,6,140,17.84285714285714,6,133,1.1454545454545455,16.697402597402597,0.15686855374196837
B,3,B3,983,b,1.5,FALSE,FALSE,NA,5,7,NA,NA,NA,NA,174.392,7,144,6.826388888888889,7,133,1.1454545454545455,5.680934343434344,0.03257565910955975
B,4,B4,710,b,1.5,FALSE,FALSE,NA,9b,8,NA,NA,NA,NA,181.477,8,145,4.896551724137931,8,133,1.1454545454545455,3.751097178683385,0.020669821402620636
C,1,C1,3517,b,1.5,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,198.653,9,179,19.64804469273743,9,133,1.1454545454545455,18.502590147282884,0.09314025032233535
C,2,C2,2700,b,1.5,FALSE,FALSE,NA,8,10,NA,NA,NA,NA,139.825,10,131,20.610687022900763,10,133,1.1454545454545455,19.465232477446218,0.13921138907524563
C,3,C3,3331,b,1.5,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.93,11,136,24.49264705882353,11,133,1.1454545454545455,23.347192513368984,0.18539817766512334
A,1,A1,8330,b,2,FALSE,FALSE,NA,10,1,NA,NA,NA,NA,186.336,1,125,66.64,1,136,1.1712918660287082,65.46870813397129,0.3513476093399627
A,2,A2,594,b,2,FALSE,FALSE,NA,7,2,NA,NA,NA,NA,122.483,2,123,4.829268292682927,2,136,1.1712918660287082,3.6579764266542183,0.02986517660944146
A,3,A3,779,b,2,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,183.557,3,131,5.9465648854961835,3,136,1.1712918660287082,4.775273019467475,0.02601520519221536
A,4,A4,5498,b,2,FALSE,FALSE,NA,8,4,NA,NA,NA,NA,209.685,4,141,38.99290780141844,4,136,1.1712918660287082,37.82161593538973,0.18037349326556373
B,1,B1,871,b,2,FALSE,FALSE,NA,3,5,NA,NA,NA,NA,172.67,5,152,5.730263157894737,5,136,1.1712918660287082,4.558971291866029,0.026402798933607627
B,2,B2,2606,b,2,FALSE,FALSE,NA,9,6,NA,NA,NA,NA,106.442,6,140,18.614285714285714,6,136,1.1712918660287082,17.442993848257007,0.16387322530821488
B,3,B3,1143,b,2,FALSE,FALSE,NA,5,7,NA,NA,NA,NA,174.392,7,144,7.9375,7,136,1.1712918660287082,6.766208133971292,0.038798844751888224
B,4,B4,800,b,2,FALSE,FALSE,NA,9b,8,NA,NA,NA,NA,181.477,8,145,5.517241379310345,8,136,1.1712918660287082,4.345949513281637,0.023947660107240237
C,1,C1,3588,b,2,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,198.653,9,179,20.044692737430168,9,136,1.1712918660287082,18.87340087140146,0.09500687566460844
C,2,C2,3164,b,2,FALSE,FALSE,NA,8,10,NA,NA,NA,NA,139.825,10,131,24.15267175572519,10,136,1.1712918660287082,22.981379889696484,0.1643581611993312
C,3,C3,4789,b,2,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.93,11,136,35.213235294117645,11,136,1.1712918660287082,34.041943428088935,0.270324334376947
A,1,A1,8667,b,2.5,FALSE,FALSE,NA,10,1,NA,NA,NA,NA,186.336,1,125,69.336,1,137,1.1799043062200956,68.1560956937799,0.36576987642634756
A,2,A2,689,b,2.5,FALSE,FALSE,NA,7,2,NA,NA,NA,NA,122.483,2,123,5.6016260162601625,2,137,1.1799043062200956,4.421721710040067,0.036100697321588035
A,3,A3,1020,b,2.5,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,183.557,3,131,7.786259541984733,3,137,1.1799043062200956,6.606355235764637,0.03599075619978882
A,4,A4,6760,b,2.5,FALSE,FALSE,NA,8,4,NA,NA,NA,NA,209.685,4,141,47.94326241134752,4,137,1.1799043062200956,46.76335810512742,0.2230171834185918
B,1,B1,1210,b,2.5,FALSE,FALSE,NA,3,5,NA,NA,NA,NA,172.67,5,152,7.9605263157894735,5,137,1.1799043062200956,6.780622009569377,0.039269253544734914
B,2,B2,2678,b,2.5,FALSE,FALSE,NA,9,6,NA,NA,NA,NA,106.442,6,140,19.12857142857143,6,137,1.1799043062200956,17.948667122351335,0.16862391840017413
B,3,B3,1236,b,2.5,FALSE,FALSE,NA,5,7,NA,NA,NA,NA,174.392,7,144,8.583333333333334,7,137,1.1799043062200956,7.403429027113239,0.042452801889497446
B,4,B4,914,b,2.5,FALSE,FALSE,NA,9b,8,NA,NA,NA,NA,181.477,8,145,6.303448275862069,8,137,1.1799043062200956,5.123543969641974,0.028232470063104267
C,1,C1,3823,b,2.5,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,198.653,9,179,21.35754189944134,9,137,1.1799043062200956,20.177637593221245,0.10157227725340794
C,2,C2,3642,b,2.5,FALSE,FALSE,NA,8,10,NA,NA,NA,NA,139.825,10,131,27.801526717557252,10,137,1.1799043062200956,26.621622411337157,0.19039243634069128
C,3,C3,7559,b,2.5,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.93,11,136,55.580882352941174,11,137,1.1799043062200956,54.40097804672108,0.43199379057191356
A,1,A1,8485,b,3,FALSE,FALSE,NA,10,1,NA,NA,NA,NA,186.336,1,125,67.88,1,137,1.1799043062200956,66.7000956937799,0.3579560347639742
A,2,A2,1373,b,3,FALSE,FALSE,NA,7,2,NA,NA,NA,NA,122.483,2,123,11.16260162601626,2,137,1.1799043062200956,9.982697319796165,0.08150271727338622
A,3,A3,2953,b,3,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,183.557,3,131,22.541984732824428,3,137,1.1799043062200956,21.362080426604333,0.11637845697306196
A,4,A4,7809,b,3,FALSE,FALSE,NA,8,4,NA,NA,NA,NA,209.685,4,141,55.38297872340426,4,137,1.1799043062200956,54.20307441718416,0.2584976246139884
B,1,B1,1816,b,3,FALSE,FALSE,NA,3,5,NA,NA,NA,NA,172.67,5,152,11.947368421052632,5,137,1.1799043062200956,10.767464114832537,0.062358626946386386
B,2,B2,2687,b,3,FALSE,FALSE,NA,9,6,NA,NA,NA,NA,106.442,6,140,19.192857142857143,6,137,1.1799043062200956,18.012952836637048,0.1692278690426434
B,3,B3,1298,b,3,FALSE,FALSE,NA,5,7,NA,NA,NA,NA,174.392,7,144,9.01388888888889,7,137,1.1799043062200956,7.833984582668794,0.044921696996816335
B,4,B4,928,b,3,FALSE,FALSE,NA,9b,8,NA,NA,NA,NA,181.477,8,145,6.4,8,137,1.1799043062200956,5.220095693779905,0.028764502905491634
C,1,C1,4869,b,3,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,198.653,9,179,27.201117318435752,9,137,1.1799043062200956,26.021213012215657,0.1309882710667126
C,2,C2,4003,b,3,FALSE,FALSE,NA,8,10,NA,NA,NA,NA,139.825,10,131,30.557251908396946,10,137,1.1799043062200956,29.37734760217685,0.21010082318739035
C,3,C3,7902,b,3,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.93,11,136,58.10294117647059,11,137,1.1799043062200956,56.92303687025049,0.45202125681132765
A,1,A1,8391,b,3.5,FALSE,FALSE,NA,10,1,NA,NA,NA,NA,186.336,1,125,67.128,1,137,1.1799043062200956,65.9480956937799,0.35392031434494625
A,2,A2,2424,b,3.5,FALSE,FALSE,NA,7,2,NA,NA,NA,NA,122.483,2,123,19.70731707317073,2,137,1.1799043062200956,18.527412766950636,0.1512651777548773
A,3,A3,5314,b,3.5,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,183.557,3,131,40.56488549618321,3,137,1.1799043062200956,39.38498118996311,0.21456540033865837
A,4,A4,8185,b,3.5,FALSE,FALSE,NA,8,4,NA,NA,NA,NA,209.685,4,141,58.04964539007092,4,137,1.1799043062200956,56.869741083850826,0.2712151135457988
B,1,B1,2164,b,3.5,FALSE,FALSE,NA,3,5,NA,NA,NA,NA,172.67,5,152,14.236842105263158,5,137,1.1799043062200956,13.056937799043062,0.07561787107802782
B,2,B2,2686,b,3.5,FALSE,FALSE,NA,9,6,NA,NA,NA,NA,106.442,6,140,19.185714285714287,6,137,1.1799043062200956,18.00580997949419,0.16916076341570238
B,3,B3,1348,b,3.5,FALSE,FALSE,NA,5,7,NA,NA,NA,NA,174.392,7,144,9.36111111111111,7,137,1.1799043062200956,8.181206804891016,0.04691274143820253
B,4,B4,1372,b,3.5,FALSE,FALSE,NA,9b,8,NA,NA,NA,NA,181.477,8,145,9.462068965517242,8,137,1.1799043062200956,8.282164659297147,0.045637544478347926
C,1,C1,6961,b,3.5,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,198.653,9,179,38.88826815642458,9,137,1.1799043062200956,37.708363850204485,0.18982025869332195
C,2,C2,4362,b,3.5,FALSE,FALSE,NA,8,10,NA,NA,NA,NA,139.825,10,131,33.29770992366412,10,137,1.1799043062200956,32.11780561744403,0.22970002229532652
C,3,C3,8275,b,3.5,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.93,11,136,60.845588235294116,11,137,1.1799043062200956,59.66568392907402,0.4738003964827604
A,1,A1,8385,b,4,FALSE,FALSE,NA,10,1,NA,NA,NA,NA,186.336,1,125,67.08,1,137,1.1799043062200956,65.9000956937799,0.35366271516926356
A,2,A2,4103,b,4,FALSE,FALSE,NA,7,2,NA,NA,NA,NA,122.483,2,123,33.357723577235774,2,137,1.1799043062200956,32.17781927101568,0.26271253374766845
A,3,A3,8413,b,4,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,183.557,3,131,64.22137404580153,3,137,1.1799043062200956,63.04146973958143,0.3434435610713916
A,4,A4,8474,b,4,FALSE,FALSE,NA,8,4,NA,NA,NA,NA,209.685,4,141,60.09929078014184,4,137,1.1799043062200956,58.91938647392175,0.280989992006685
B,1,B1,4722,b,4,FALSE,FALSE,NA,3,5,NA,NA,NA,NA,172.67,5,152,31.06578947368421,5,137,1.1799043062200956,29.885885167464114,0.17308093570084043
B,2,B2,2708,b,4,FALSE,FALSE,NA,9,6,NA,NA,NA,NA,106.442,6,140,19.34285714285714,6,137,1.1799043062200956,18.162952836637047,0.17063708720840504
B,3,B3,1402,b,4,FALSE,FALSE,NA,5,7,NA,NA,NA,NA,174.392,7,144,9.73611111111111,7,137,1.1799043062200956,8.556206804891016,0.049063069434899624
B,4,B4,4641,b,4,FALSE,FALSE,NA,9b,8,NA,NA,NA,NA,181.477,8,145,32.00689655172414,8,137,1.1799043062200956,30.826992245504044,0.16986721317579662
C,1,C1,8263,b,4,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,198.653,9,179,46.16201117318436,9,137,1.1799043062200956,44.982106866964266,0.22643557795233027
C,2,C2,4655,b,4,FALSE,FALSE,NA,8,10,NA,NA,NA,NA,139.825,10,131,35.534351145038165,10,137,1.1799043062200956,34.35444683881807,0.24569602602408777
C,3,C3,8407,b,4,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.93,11,136,61.81617647058823,11,137,1.1799043062200956,60.63627216436814,0.4815077595836428
A,2,A2,140,c,0,FALSE,FALSE,NA,10,12,NA,NA,NA,NA,164.789,12,140,1,12,117,1.0076555023923444,-0.00765550239234436,-4.6456392067094045e-5
A,3,A3,129,c,0,FALSE,FALSE,NA,7,13,NA,NA,NA,NA,105.003,13,129,1,13,117,1.0076555023923444,-0.00765550239234436,-7.290746352336943e-5
A,4,A4,218,c,0,FALSE,FALSE,NA,1,14,NA,NA,NA,NA,178.801,14,218,1,14,117,1.0076555023923444,-0.00765550239234436,-4.28157694439313e-5
B,1,B1,140,c,0,FALSE,FALSE,NA,8,15,NA,NA,NA,NA,183.598,15,140,1,15,117,1.0076555023923444,-0.00765550239234436,-4.169709034055033e-5
B,2,B2,266,c,0,FALSE,FALSE,NA,3,16,NA,NA,NA,NA,184.432,16,266,1,16,117,1.0076555023923444,-0.00765550239234436,-4.1508536438060425e-5
B,3,B3,231,c,0,FALSE,FALSE,NA,9,17,NA,NA,NA,NA,141.576,17,231,1,17,117,1.0076555023923444,-0.00765550239234436,-5.407344742289908e-5
B,4,B4,139,c,0,FALSE,FALSE,NA,5,18,NA,NA,NA,NA,122.568,18,139,1,18,117,1.0076555023923444,-0.00765550239234436,-6.24592258366324e-5
C,1,C1,153,c,0,FALSE,FALSE,NA,9b,19,NA,NA,NA,NA,117.848,19,153,1,19,117,1.0076555023923444,-0.00765550239234436,-6.49608172590486e-5
C,2,C2,141,c,0,FALSE,FALSE,NA,6,20,NA,NA,NA,NA,164.629,20,141,1,20,117,1.0076555023923444,-0.00765550239234436,-4.65015422091148e-5
C,3,C3,231,c,0,FALSE,FALSE,NA,8,21,NA,NA,NA,NA,175.889,21,231,1,21,117,1.0076555023923444,-0.00765550239234436,-4.35246228720634e-5
C,4,C4,165,c,0,FALSE,FALSE,NA,10,22,NA,NA,NA,NA,193.795,22,165,1,22,117,1.0076555023923444,-0.00765550239234436,-3.9503095499596794e-5
A,2,A2,1617,c,0.5,FALSE,FALSE,NA,10,12,NA,NA,NA,NA,164.789,12,140,11.55,12,121,1.0421052631578946,10.507894736842106,0.06376575339884402
A,3,A3,1939,c,0.5,FALSE,FALSE,NA,7,13,NA,NA,NA,NA,105.003,13,129,15.031007751937985,13,121,1.0421052631578946,13.98890248878009,0.13322383635496213
A,4,A4,1581,c,0.5,FALSE,FALSE,NA,1,14,NA,NA,NA,NA,178.801,14,218,7.252293577981652,14,121,1.0421052631578946,6.210188314823757,0.034732402586248164
B,1,B1,1983,c,0.5,FALSE,FALSE,NA,8,15,NA,NA,NA,NA,183.598,15,140,14.164285714285715,15,121,1.0421052631578946,13.12218045112782,0.07147234965047451
B,2,B2,2516,c,0.5,FALSE,FALSE,NA,3,16,NA,NA,NA,NA,184.432,16,266,9.458646616541353,16,121,1.0421052631578946,8.416541353383458,0.04563492969432343
B,3,B3,2074,c,0.5,FALSE,FALSE,NA,9,17,NA,NA,NA,NA,141.576,17,231,8.978354978354979,17,121,1.0421052631578946,7.936249715197084,0.056056462360831526
B,4,B4,1409,c,0.5,FALSE,FALSE,NA,5,18,NA,NA,NA,NA,122.568,18,139,10.136690647482014,18,121,1.0421052631578946,9.09458538432412,0.07420032458981235
C,1,C1,2376,c,0.5,FALSE,FALSE,NA,9b,19,NA,NA,NA,NA,117.848,19,153,15.529411764705882,19,121,1.0421052631578946,14.487306501547987,0.12293213717286663
C,2,C2,3238,c,0.5,FALSE,FALSE,NA,6,20,NA,NA,NA,NA,164.629,20,141,22.9645390070922,20,121,1.0421052631578946,21.922433743934306,0.13316264901040709
C,3,C3,2342,c,0.5,FALSE,FALSE,NA,8,21,NA,NA,NA,NA,175.889,21,231,10.13852813852814,21,121,1.0421052631578946,9.096422875370244,0.051716837752049556
C,4,C4,690,c,0.5,FALSE,FALSE,NA,10,22,NA,NA,NA,NA,193.795,22,165,4.181818181818182,22,121,1.0421052631578946,3.139712918660287,0.016201207041772425
A,2,A2,2348,c,1,FALSE,FALSE,NA,10,12,NA,NA,NA,NA,164.789,12,140,16.771428571428572,12,128,1.1023923444976076,15.669036226930965,0.09508545004175623
A,3,A3,2255,c,1,FALSE,FALSE,NA,7,13,NA,NA,NA,NA,105.003,13,129,17.48062015503876,13,128,1.1023923444976076,16.37822781054115,0.15597866547185463
A,4,A4,2003,c,1,FALSE,FALSE,NA,1,14,NA,NA,NA,NA,178.801,14,218,9.188073394495413,14,128,1.1023923444976076,8.085681049997806,0.045221676892175135
B,1,B1,2119,c,1,FALSE,FALSE,NA,8,15,NA,NA,NA,NA,183.598,15,140,15.135714285714286,15,128,1.1023923444976076,14.033321941216679,0.07643504799189903
B,2,B2,3128,c,1,FALSE,FALSE,NA,3,16,NA,NA,NA,NA,184.432,16,266,11.759398496240602,16,128,1.1023923444976076,10.657006151742994,0.057782847617241014
B,3,B3,2193,c,1,FALSE,FALSE,NA,9,17,NA,NA,NA,NA,141.576,17,231,9.493506493506494,17,128,1.1023923444976076,8.391114149008887,0.05926932636187551
B,4,B4,2220,c,1,FALSE,FALSE,NA,5,18,NA,NA,NA,NA,122.568,18,139,15.971223021582734,18,128,1.1023923444976076,14.868830677085127,0.12131086969751588
C,1,C1,2746,c,1,FALSE,FALSE,NA,9b,19,NA,NA,NA,NA,117.848,19,153,17.947712418300654,19,128,1.1023923444976076,16.845320073803045,0.14294107726735325
C,2,C2,3480,c,1,FALSE,FALSE,NA,6,20,NA,NA,NA,NA,164.629,20,141,24.680851063829788,20,128,1.1023923444976076,23.57845871933218,0.14322178182053089
C,3,C3,2595,c,1,FALSE,FALSE,NA,8,21,NA,NA,NA,NA,175.889,21,231,11.233766233766234,21,128,1.1023923444976076,10.131373889268627,0.0576009522441348
C,4,C4,1396,c,1,FALSE,FALSE,NA,10,22,NA,NA,NA,NA,193.795,22,165,8.460606060606061,22,128,1.1023923444976076,7.3582137161084535,0.03796905862436314
A,2,A2,2752,c,1.5,FALSE,FALSE,NA,10,12,NA,NA,NA,NA,164.789,12,140,19.65714285714286,12,133,1.1454545454545455,18.511688311688314,0.11233570391038428
A,3,A3,3764,c,1.5,FALSE,FALSE,NA,7,13,NA,NA,NA,NA,105.003,13,129,29.17829457364341,13,133,1.1454545454545455,28.032840028188865,0.266971801074149
A,4,A4,2764,c,1.5,FALSE,FALSE,NA,1,14,NA,NA,NA,NA,178.801,14,218,12.678899082568808,14,133,1.1454545454545455,11.533444537114264,0.06450436259928224
B,1,B1,2221,c,1.5,FALSE,FALSE,NA,8,15,NA,NA,NA,NA,183.598,15,140,15.864285714285714,15,133,1.1454545454545455,14.71883116883117,0.08016879905462569
B,2,B2,3760,c,1.5,FALSE,FALSE,NA,3,16,NA,NA,NA,NA,184.432,16,266,14.135338345864662,16,133,1.1454545454545455,12.989883800410116,0.07043183287287519
B,3,B3,2312,c,1.5,FALSE,FALSE,NA,9,17,NA,NA,NA,NA,141.576,17,231,10.008658008658008,17,133,1.1454545454545455,8.863203463203462,0.062603855619621
B,4,B4,2522,c,1.5,FALSE,FALSE,NA,5,18,NA,NA,NA,NA,122.568,18,139,18.14388489208633,18,133,1.1454545454545455,16.998430346631785,0.13868571198544308
C,1,C1,5916,c,1.5,FALSE,FALSE,NA,9b,19,NA,NA,NA,NA,117.848,19,153,38.666666666666664,19,133,1.1454545454545455,37.521212121212116,0.31838649889019854
C,2,C2,3779,c,1.5,FALSE,FALSE,NA,6,20,NA,NA,NA,NA,164.629,20,141,26.80141843971631,20,133,1.1454545454545455,25.655963894261767,0.1558410966127582
C,3,C3,3375,c,1.5,FALSE,FALSE,NA,8,21,NA,NA,NA,NA,175.889,21,231,14.61038961038961,21,133,1.1454545454545455,13.464935064935066,0.07655359382869346
C,4,C4,2716,c,1.5,FALSE,FALSE,NA,10,22,NA,NA,NA,NA,193.795,22,165,16.46060606060606,22,133,1.1454545454545455,15.315151515151516,0.0790275885092573
A,2,A2,4860,c,2,FALSE,FALSE,NA,10,12,NA,NA,NA,NA,164.789,12,140,34.714285714285715,12,136,1.1712918660287082,33.542993848257005,0.20355117057726552
A,3,A3,5657,c,2,FALSE,FALSE,NA,7,13,NA,NA,NA,NA,105.003,13,129,43.85271317829457,13,136,1.1712918660287082,42.68142131226586,0.40647811312310944
A,4,A4,4633,c,2,FALSE,FALSE,NA,1,14,NA,NA,NA,NA,178.801,14,218,21.25229357798165,14,136,1.1712918660287082,20.081001711952943,0.11230922484747258
B,1,B1,2287,c,2,FALSE,FALSE,NA,8,15,NA,NA,NA,NA,183.598,15,140,16.335714285714285,15,136,1.1712918660287082,15.164422419685577,0.08259579308971544
B,2,B2,6491,c,2,FALSE,FALSE,NA,3,16,NA,NA,NA,NA,184.432,16,266,24.402255639097746,16,136,1.1712918660287082,23.23096377306904,0.12595950688095905
B,3,B3,2369,c,2,FALSE,FALSE,NA,9,17,NA,NA,NA,NA,141.576,17,231,10.255411255411255,17,136,1.1712918660287082,9.084119389382547,0.06416426081668183
B,4,B4,4050,c,2,FALSE,FALSE,NA,5,18,NA,NA,NA,NA,122.568,18,139,29.136690647482013,18,136,1.1712918660287082,27.965398781453306,0.22816231627711397
C,1,C1,7212,c,2,FALSE,FALSE,NA,9b,19,NA,NA,NA,NA,117.848,19,153,47.13725490196079,19,136,1.1712918660287082,45.96596303593208,0.39004448981681555
C,2,C2,4102,c,2,FALSE,FALSE,NA,6,20,NA,NA,NA,NA,164.629,20,141,29.092198581560282,20,136,1.1712918660287082,27.920906715531576,0.1695989571432225
C,3,C3,4337,c,2,FALSE,FALSE,NA,8,21,NA,NA,NA,NA,175.889,21,231,18.774891774891774,21,136,1.1712918660287082,17.603599908863067,0.10008357491863087
