row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,family_id_group,sample_id_group,treatment_group,width_mm_measurement,length_mm_measurement,weight_mg_measurement,area_mm2_measurement,sample_key,value_t0,fold_change,trace_id,mean_blank_rfu,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
A,3,A3,2524,a,0.5,FALSE,FALSE,NA,NA,oae-03,oae,NA,NA,NA,6008,oae-03,244,10.344262295081966,oae-03,167,0.9667149059334298,9.377547389148537,0.0015608434402710615
A,4,A4,2117,a,0.5,FALSE,FALSE,NA,NA,oae-27,oae,NA,NA,NA,8749,oae-27,211,10.033175355450236,oae-27,167,0.9667149059334298,9.066460449516807,0.001036285341126621
A,5,A5,415,a,0.5,FALSE,FALSE,NA,NA,c-05,control,NA,NA,NA,8809,c-05,178,2.331460674157303,c-05,167,0.9667149059334298,1.3647457682238735,1.5492629903778789e-4
A,6,A6,482,a,0.5,FALSE,FALSE,NA,NA,c-29,control,NA,NA,NA,9055,c-29,222,2.171171171171171,c-29,167,0.9667149059334298,1.2044562652377415,1.3301560079930885e-4
B,1,B1,296,a,0.5,FALSE,FALSE,NA,NA,oae-07,oae,NA,NA,NA,5072,oae-07,204,1.4509803921568627,oae-07,167,0.9667149059334298,0.4842654862234329,9.547821100619733e-5
B,2,B2,814,a,0.5,FALSE,FALSE,NA,NA,oae-31,oae,NA,NA,NA,5397,oae-31,187,4.352941176470588,oae-31,167,0.9667149059334298,3.386226270537158,6.274275098271555e-4
B,3,B3,438,a,0.5,FALSE,FALSE,NA,NA,c-09,control,NA,NA,NA,9991,c-09,232,1.8879310344827587,c-09,167,0.9667149059334298,0.9212161285493289,9.220459699222589e-5
B,4,B4,1340,a,0.5,FALSE,FALSE,NA,NA,c-33,control,NA,NA,NA,9702,c-33,207,6.473429951690822,c-33,167,0.9667149059334298,5.5067150457573915,5.675855540875481e-4
B,5,B5,270,a,0.5,FALSE,FALSE,NA,NA,oae-11,oae,NA,NA,NA,6478,oae-11,205,1.3170731707317074,oae-11,167,0.9667149059334298,0.3503582647982776,5.408432614978043e-5
B,6,B6,370,a,0.5,FALSE,FALSE,NA,NA,oae-35,oae,NA,NA,NA,3394,oae-35,205,1.8048780487804879,oae-35,167,0.9667149059334298,0.8381631428470581,2.469543732607714e-4
C,1,C1,286,a,0.5,FALSE,FALSE,NA,NA,c-13,control,NA,NA,NA,8996,c-13,197,1.4517766497461928,c-13,167,0.9667149059334298,0.485061743812763,5.391971362969798e-5
C,2,C2,268,a,0.5,FALSE,FALSE,NA,NA,c-37,control,NA,NA,NA,7650,c-37,190,1.4105263157894736,c-37,167,0.9667149059334298,0.44381140985604384,5.801456337987501e-5
C,3,C3,495,a,0.5,FALSE,FALSE,NA,NA,oae-15,oae,NA,NA,NA,9695,oae-15,210,2.357142857142857,oae-15,167,0.9667149059334298,1.3904279512094275,1.4341701404945101e-4
C,4,C4,282,a,0.5,FALSE,FALSE,NA,NA,oae-39,oae,NA,NA,NA,8385,oae-39,189,1.492063492063492,oae-39,167,0.9667149059334298,0.5253485861300623,6.265337938343021e-5
C,5,C5,350,a,0.5,FALSE,FALSE,NA,NA,c-17,control,NA,NA,NA,6249,c-17,215,1.627906976744186,c-17,167,0.9667149059334298,0.6611920708107563,1.0580766055540986e-4
C,6,C6,257,a,0.5,FALSE,FALSE,NA,NA,c-41,control,NA,NA,NA,7421,c-41,191,1.3455497382198953,c-41,167,0.9667149059334298,0.37883483228646553,5.104902739340595e-5
D,1,D1,1372,a,0.5,FALSE,FALSE,NA,NA,oae-19,oae,NA,NA,NA,4858,oae-19,199,6.894472361809045,oae-19,167,0.9667149059334298,5.927757455875615,0.0012202053223292744
D,2,D2,448,a,0.5,FALSE,FALSE,NA,NA,oae-43,oae,NA,NA,NA,11306,oae-43,216,2.074074074074074,oae-43,167,0.9667149059334298,1.1073591681406443,9.794438069526307e-5
D,3,D3,253,a,0.5,FALSE,FALSE,NA,NA,c-21,control,NA,NA,NA,5712,c-21,191,1.324607329842932,c-21,167,0.9667149059334298,0.35789242390950216,6.265623667883441e-5
D,4,D4,309,a,0.5,FALSE,FALSE,NA,NA,c-45,control,NA,NA,NA,9250,c-45,203,1.522167487684729,c-45,167,0.9667149059334298,0.5554525817512993,6.0048927756897225e-5
D,5,D5,2301,a,0.5,FALSE,FALSE,NA,NA,oae-23,oae,NA,NA,NA,6924,oae-23,245,9.391836734693877,oae-23,167,0.9667149059334298,8.425121828760448,0.0012167998019584703
A,1,A1,536,a,1,FALSE,FALSE,NA,NA,c-01,control,NA,NA,NA,7395,c-01,202,2.6534653465346536,c-01,169,0.9782923299565847,1.675173016578069,2.2652779128844747e-4
A,2,A2,659,a,1,FALSE,FALSE,NA,NA,c-25,control,NA,NA,NA,7340,c-25,195,3.3794871794871795,c-25,169,0.9782923299565847,2.4011948495305946,3.271382628788276e-4
A,3,A3,3986,a,1,FALSE,FALSE,NA,NA,oae-03,oae,NA,NA,NA,6008,oae-03,244,16.33606557377049,oae-03,169,0.9782923299565847,15.357773243813906,0.002556220579862501
A,4,A4,4424,a,1,FALSE,FALSE,NA,NA,oae-27,oae,NA,NA,NA,8749,oae-27,211,20.966824644549764,oae-27,169,0.9782923299565847,19.98853231459318,0.0022846647976446656
A,5,A5,750,a,1,FALSE,FALSE,NA,NA,c-05,control,NA,NA,NA,8809,c-05,178,4.213483146067416,c-05,169,0.9782923299565847,3.2351908161108316,3.6725971348743687e-4
A,6,A6,907,a,1,FALSE,FALSE,NA,NA,c-29,control,NA,NA,NA,9055,c-29,222,4.085585585585585,c-29,169,0.9782923299565847,3.107293255629001,3.431577311572613e-4
B,1,B1,469,a,1,FALSE,FALSE,NA,NA,oae-07,oae,NA,NA,NA,5072,oae-07,204,2.299019607843137,oae-07,169,0.9782923299565847,1.3207272778865524,2.603957566811026e-4
B,2,B2,1203,a,1,FALSE,FALSE,NA,NA,oae-31,oae,NA,NA,NA,5397,oae-31,187,6.433155080213904,oae-31,169,0.9782923299565847,5.45486275025732,0.0010107212803886084
B,3,B3,649,a,1,FALSE,FALSE,NA,NA,c-09,control,NA,NA,NA,9991,c-09,232,2.7974137931034484,c-09,169,0.9782923299565847,1.8191214631468637,1.8207601472794153e-4
B,4,B4,3526,a,1,FALSE,FALSE,NA,NA,c-33,control,NA,NA,NA,9702,c-33,207,17.033816425120772,c-33,169,0.9782923299565847,16.055524095164188,0.0016548674598190257
B,5,B5,435,a,1,FALSE,FALSE,NA,NA,oae-11,oae,NA,NA,NA,6478,oae-11,205,2.1219512195121952,oae-11,169,0.9782923299565847,1.1436588895556106,1.7654505859148047e-4
B,6,B6,582,a,1,FALSE,FALSE,NA,NA,oae-35,oae,NA,NA,NA,3394,oae-35,205,2.8390243902439023,oae-35,169,0.9782923299565847,1.8607320602873176,5.482416205914312e-4
C,1,C1,429,a,1,FALSE,FALSE,NA,NA,c-13,control,NA,NA,NA,8996,c-13,197,2.1776649746192893,c-13,169,0.9782923299565847,1.1993726446627047,1.333228817988778e-4
C,2,C2,390,a,1,FALSE,FALSE,NA,NA,c-37,control,NA,NA,NA,7650,c-37,190,2.0526315789473686,c-37,169,0.9782923299565847,1.074339248990784,1.4043650313605018e-4
C,3,C3,2226,a,1,FALSE,FALSE,NA,NA,oae-15,oae,NA,NA,NA,9695,oae-15,210,10.6,oae-15,169,0.9782923299565847,9.621707670043415,9.924401928874075e-4
C,4,C4,462,a,1,FALSE,FALSE,NA,NA,oae-39,oae,NA,NA,NA,8385,oae-39,189,2.4444444444444446,oae-39,169,0.9782923299565847,1.46615211448786,1.7485415795919618e-4
C,5,C5,546,a,1,FALSE,FALSE,NA,NA,c-17,control,NA,NA,NA,6249,c-17,215,2.5395348837209304,c-17,169,0.9782923299565847,1.5612425537643457,2.4983878280754454e-4
C,6,C6,366,a,1,FALSE,FALSE,NA,NA,c-41,control,NA,NA,NA,7421,c-41,191,1.9162303664921465,c-41,169,0.9782923299565847,0.9379380365355618,1.263897098147907e-4
D,1,D1,2871,a,1,FALSE,FALSE,NA,NA,oae-19,oae,NA,NA,NA,4858,oae-19,199,14.42713567839196,oae-19,169,0.9782923299565847,13.448843348435375,0.002768390973329637
D,2,D2,659,a,1,FALSE,FALSE,NA,NA,oae-43,oae,NA,NA,NA,11306,oae-43,216,3.050925925925926,oae-43,169,0.9782923299565847,2.072633595969341,1.8332156341494262e-4
D,3,D3,319,a,1,FALSE,FALSE,NA,NA,c-21,control,NA,NA,NA,5712,c-21,191,1.6701570680628273,c-21,169,0.9782923299565847,0.6918647381062426,1.2112477908022454e-4
D,4,D4,445,a,1,FALSE,FALSE,NA,NA,c-45,control,NA,NA,NA,9250,c-45,203,2.1921182266009853,c-45,169,0.9782923299565847,1.2138258966444007,1.3122442125885412e-4
D,5,D5,3028,a,1,FALSE,FALSE,NA,NA,oae-23,oae,NA,NA,NA,6924,oae-23,245,12.359183673469389,oae-23,169,0.9782923299565847,11.380891343512804,0.0016436873690804166
A,1,A1,693,a,1.5,FALSE,FALSE,NA,NA,c-01,control,NA,NA,NA,7395,c-01,202,3.4306930693069306,c-01,171,0.9898697539797395,2.440823315327191,3.3006400477717256e-4
A,2,A2,2251,a,1.5,FALSE,FALSE,NA,NA,c-25,control,NA,NA,NA,7340,c-25,195,11.543589743589743,c-25,171,0.9898697539797395,10.553719989610004,0.0014378365108460496
A,3,A3,3982,a,1.5,FALSE,FALSE,NA,NA,oae-03,oae,NA,NA,NA,6008,oae-03,244,16.31967213114754,oae-03,171,0.9898697539797395,15.329802377167802,0.002551564976226332
A,4,A4,4952,a,1.5,FALSE,FALSE,NA,NA,oae-27,oae,NA,NA,NA,8749,oae-27,211,23.46919431279621,oae-27,171,0.9898697539797395,22.47932455881647,0.0025693593049281598
A,5,A5,1104,a,1.5,FALSE,FALSE,NA,NA,c-05,control,NA,NA,NA,8809,c-05,178,6.202247191011236,c-05,171,0.9898697539797395,5.212377437031496,5.917104594200814e-4
A,6,A6,1555,a,1.5,FALSE,FALSE,NA,NA,c-29,control,NA,NA,NA,9055,c-29,222,7.004504504504505,c-29,171,0.9898697539797395,6.014634750524765,6.64233545060714e-4
B,1,B1,609,a,1.5,FALSE,FALSE,NA,NA,oae-07,oae,NA,NA,NA,5072,oae-07,204,2.985294117647059,oae-07,171,0.9898697539797395,1.9954243636673192,3.934196300605913e-4
B,2,B2,1290,a,1.5,FALSE,FALSE,NA,NA,oae-31,oae,NA,NA,NA,5397,oae-31,187,6.898395721925134,oae-31,171,0.9898697539797395,5.908525967945394,0.001094779686482378
B,3,B3,850,a,1.5,FALSE,FALSE,NA,NA,c-09,control,NA,NA,NA,9991,c-09,232,3.663793103448276,c-09,171,0.9898697539797395,2.673923349468536,2.676332048312017e-4
B,4,B4,3722,a,1.5,FALSE,FALSE,NA,NA,c-33,control,NA,NA,NA,9702,c-33,207,17.980676328502415,c-33,171,0.9898697539797395,16.990806574522676,0.0017512684574853305
B,5,B5,618,a,1.5,FALSE,FALSE,NA,NA,oae-11,oae,NA,NA,NA,6478,oae-11,205,3.0146341463414634,oae-11,171,0.9898697539797395,2.024764392361724,3.12560109966305e-4
B,6,B6,772,a,1.5,FALSE,FALSE,NA,NA,oae-35,oae,NA,NA,NA,3394,oae-35,205,3.765853658536585,oae-35,171,0.9898697539797395,2.7759839045568455,8.179092234993652e-4
C,1,C1,594,a,1.5,FALSE,FALSE,NA,NA,c-13,control,NA,NA,NA,8996,c-13,197,3.015228426395939,c-13,171,0.9898697539797395,2.0253586724161994,2.251399146749888e-4
C,2,C2,532,a,1.5,FALSE,FALSE,NA,NA,c-37,control,NA,NA,NA,7650,c-37,190,2.8,c-37,171,0.9898697539797395,1.8101302460202602,2.366183328131059e-4
C,3,C3,4139,a,1.5,FALSE,FALSE,NA,NA,oae-15,oae,NA,NA,NA,9695,oae-15,210,19.70952380952381,oae-15,171,0.9898697539797395,18.71965405554407,0.0019308565297105795
C,4,C4,696,a,1.5,FALSE,FALSE,NA,NA,oae-39,oae,NA,NA,NA,8385,oae-39,189,3.6825396825396823,oae-39,171,0.9898697539797395,2.6926699285599427,3.211293892140659e-4
C,5,C5,613,a,1.5,FALSE,FALSE,NA,NA,c-17,control,NA,NA,NA,6249,c-17,215,2.8511627906976744,c-17,171,0.9898697539797395,1.8612930367179348,2.978545426016858e-4
C,6,C6,438,a,1.5,FALSE,FALSE,NA,NA,c-41,control,NA,NA,NA,7421,c-41,191,2.2931937172774868,c-41,171,0.9898697539797395,1.3033239632977471,1.7562646049019636e-4
D,1,D1,4348,a,1.5,FALSE,FALSE,NA,NA,oae-19,oae,NA,NA,NA,4858,oae-19,199,21.849246231155778,oae-19,171,0.9898697539797395,20.85937647717604,0.00429381977710499
D,2,D2,873,a,1.5,FALSE,FALSE,NA,NA,oae-43,oae,NA,NA,NA,11306,oae-43,216,4.041666666666667,oae-43,171,0.9898697539797395,3.0517969126869273,2.699271990701333e-4
D,3,D3,419,a,1.5,FALSE,FALSE,NA,NA,c-21,control,NA,NA,NA,5712,c-21,191,2.193717277486911,c-21,171,0.9898697539797395,1.2038475235071715,2.1075761966161965e-4
D,4,D4,509,a,1.5,FALSE,FALSE,NA,NA,c-45,control,NA,NA,NA,9250,c-45,203,2.5073891625615765,c-45,171,0.9898697539797395,1.5175194085818369,1.640561522791175e-4
D,5,D5,3347,a,1.5,FALSE,FALSE,NA,NA,oae-23,oae,NA,NA,NA,6924,oae-23,245,13.661224489795918,oae-23,171,0.9898697539797395,12.671354735816179,0.0018300627868018744
A,1,A1,909,a,2,FALSE,FALSE,NA,NA,c-01,control,NA,NA,NA,7395,c-01,202,4.5,c-01,172,0.9956584659913169,3.504341534008683,4.738798558497205e-4
A,2,A2,6815,a,2,FALSE,FALSE,NA,NA,c-25,control,NA,NA,NA,7340,c-25,195,34.94871794871795,c-25,172,0.9956584659913169,33.95305948272663,0.0046257574227148
A,3,A3,4106,a,2,FALSE,FALSE,NA,NA,oae-03,oae,NA,NA,NA,6008,oae-03,244,16.827868852459016,oae-03,172,0.9956584659913169,15.832210386467699,0.002635188146882107
A,4,A4,5210,a,2,FALSE,FALSE,NA,NA,oae-27,oae,NA,NA,NA,8749,oae-27,211,24.691943127962084,oae-27,172,0.9956584659913169,23.69628466197077,0.0027084563563802453
A,5,A5,1308,a,2,FALSE,FALSE,NA,NA,c-05,control,NA,NA,NA,8809,c-05,178,7.348314606741573,c-05,172,0.9956584659913169,6.3526561407502555,7.211551981780288e-4
A,6,A6,1901,a,2,FALSE,FALSE,NA,NA,c-29,control,NA,NA,NA,9055,c-29,222,8.563063063063064,c-29,172,0.9956584659913169,7.5674045970717465,8.357155822276915e-4
B,1,B1,679,a,2,FALSE,FALSE,NA,NA,oae-07,oae,NA,NA,NA,5072,oae-07,204,3.3284313725490198,oae-07,172,0.9956584659913169,2.332772906557703,4.5993156675033575e-4
B,2,B2,1365,a,2,FALSE,FALSE,NA,NA,oae-31,oae,NA,NA,NA,5397,oae-31,187,7.2994652406417115,oae-31,172,0.9956584659913169,6.303806774650394,0.001168020525227051
B,3,B3,1079,a,2,FALSE,FALSE,NA,NA,c-09,control,NA,NA,NA,9991,c-09,232,4.650862068965517,c-09,172,0.9956584659913169,3.6552036029742,3.658496249598839e-4
B,4,B4,4128,a,2,FALSE,FALSE,NA,NA,c-33,control,NA,NA,NA,9702,c-33,207,19.942028985507246,c-33,172,0.9956584659913169,18.94637051951593,0.0019528314285215348
B,5,B5,713,a,2,FALSE,FALSE,NA,NA,oae-11,oae,NA,NA,NA,6478,oae-11,205,3.478048780487805,oae-11,172,0.9956584659913169,2.482390314496488,3.8320319766849153e-4
B,6,B6,897,a,2,FALSE,FALSE,NA,NA,oae-35,oae,NA,NA,NA,3394,oae-35,205,4.375609756097561,oae-35,172,0.9956584659913169,3.3799512901062445,9.958607218934132e-4
C,1,C1,737,a,2,FALSE,FALSE,NA,NA,c-13,control,NA,NA,NA,8996,c-13,197,3.7411167512690353,c-13,172,0.9956584659913169,2.7454582852777185,3.0518655905710523e-4
C,2,C2,606,a,2,FALSE,FALSE,NA,NA,c-37,control,NA,NA,NA,7650,c-37,190,3.1894736842105265,c-37,172,0.9956584659913169,2.1938152182192097,2.8677323113976595e-4
C,3,C3,4602,a,2,FALSE,FALSE,NA,NA,oae-15,oae,NA,NA,NA,9695,oae-15,210,21.914285714285715,oae-15,172,0.9956584659913169,20.9186272482944,0.0021576717120468693
C,4,C4,901,a,2,FALSE,FALSE,NA,NA,oae-39,oae,NA,NA,NA,8385,oae-39,189,4.767195767195767,oae-39,172,0.9956584659913169,3.7715373012044506,4.497957425407812e-4
C,5,C5,758,a,2,FALSE,FALSE,NA,NA,c-17,control,NA,NA,NA,6249,c-17,215,3.525581395348837,c-17,172,0.9956584659913169,2.5299229293575203,4.048524450884174e-4
C,6,C6,516,a,2,FALSE,FALSE,NA,NA,c-41,control,NA,NA,NA,7421,c-41,191,2.701570680628272,c-41,172,0.9956584659913169,1.7059122146369554,2.2987632591792959e-4
D,1,D1,4409,a,2,FALSE,FALSE,NA,NA,oae-19,oae,NA,NA,NA,4858,oae-19,199,22.155778894472363,oae-19,172,0.9956584659913169,21.160120428481047,0.004355726724677037
D,2,D2,1078,a,2,FALSE,FALSE,NA,NA,oae-43,oae,NA,NA,NA,11306,oae-43,216,4.9907407407407405,oae-43,172,0.9956584659913169,3.9950822747494237,3.5335947945775906e-4
D,3,D3,497,a,2,FALSE,FALSE,NA,NA,c-21,control,NA,NA,NA,5712,c-21,191,2.602094240837696,c-21,172,0.9956584659913169,1.6064357748463793,2.8123875610055663e-4
D,4,D4,628,a,2,FALSE,FALSE,NA,NA,c-45,control,NA,NA,NA,9250,c-45,203,3.0935960591133007,c-45,172,0.9956584659913169,2.097937593121984,2.2680406412129556e-4
D,5,D5,3502,a,2,FALSE,FALSE,NA,NA,oae-23,oae,NA,NA,NA,6924,oae-23,245,14.293877551020408,oae-23,172,0.9956584659913169,13.298219085029091,0.001920597788132451
A,1,A1,1001,a,2.5,FALSE,FALSE,NA,NA,c-01,control,NA,NA,NA,7395,c-01,202,4.955445544554456,c-01,172,0.9956584659913169,3.959787078563139,5.354681647820337e-4
A,2,A2,8254,a,2.5,FALSE,FALSE,NA,NA,c-25,control,NA,NA,NA,7340,c-25,195,42.32820512820513,c-25,172,0.9956584659913169,41.33254666221381,0.005631137147440573
A,3,A3,4206,a,2.5,FALSE,FALSE,NA,NA,oae-03,oae,NA,NA,NA,6008,oae-03,244,17.237704918032787,oae-03,172,0.9956584659913169,16.24204645204147,0.002703403204401044
A,4,A4,5384,a,2.5,FALSE,FALSE,NA,NA,oae-27,oae,NA,NA,NA,8749,oae-27,211,25.51658767772512,oae-27,172,0.9956584659913169,24.520929211733804,0.0028027122198804213
A,5,A5,1352,a,2.5,FALSE,FALSE,NA,NA,c-05,control,NA,NA,NA,8809,c-05,178,7.595505617977528,c-05,172,0.9956584659913169,6.599847151986211,7.492163868754922e-4
A,6,A6,2256,a,2.5,FALSE,FALSE,NA,NA,c-29,control,NA,NA,NA,9055,c-29,222,10.162162162162161,c-29,172,0.9956584659913169,9.166503696170844,0.0010123140470646983
B,1,B1,764,a,2.5,FALSE,FALSE,NA,NA,oae-07,oae,NA,NA,NA,5072,oae-07,204,3.7450980392156863,oae-07,172,0.9956584659913169,2.7494395732243695,5.420819347839845e-4
B,2,B2,1379,a,2.5,FALSE,FALSE,NA,NA,oae-31,oae,NA,NA,NA,5397,oae-31,187,7.374331550802139,oae-31,172,0.9956584659913169,6.3786730848108215,0.0011818923633149568
B,3,B3,1172,a,2.5,FALSE,FALSE,NA,NA,c-09,control,NA,NA,NA,9991,c-09,232,5.051724137931035,c-09,172,0.9956584659913169,4.0560656719397175,4.059719419417193e-4
B,4,B4,5910,a,2.5,FALSE,FALSE,NA,NA,c-33,control,NA,NA,NA,9702,c-33,207,28.55072463768116,c-33,172,0.9956584659913169,27.555066171689845,0.0028401428748391923
B,5,B5,781,a,2.5,FALSE,FALSE,NA,NA,oae-11,oae,NA,NA,NA,6478,oae-11,205,3.8097560975609754,oae-11,172,0.9956584659913169,2.8140976315696586,4.344084025269618e-4
B,6,B6,958,a,2.5,FALSE,FALSE,NA,NA,oae-35,oae,NA,NA,NA,3394,oae-35,205,4.673170731707317,oae-35,172,0.9956584659913169,3.677512265716,0.001083533372338244
C,1,C1,821,a,2.5,FALSE,FALSE,NA,NA,c-13,control,NA,NA,NA,8996,c-13,197,4.16751269035533,c-13,172,0.9956584659913169,3.171854224364013,3.5258495157447896e-4
C,2,C2,655,a,2.5,FALSE,FALSE,NA,NA,c-37,control,NA,NA,NA,7650,c-37,190,3.4473684210526314,c-37,172,0.9956584659913169,2.4517099550613146,3.204849614459235e-4
C,3,C3,4723,a,2.5,FALSE,FALSE,NA,NA,oae-15,oae,NA,NA,NA,9695,oae-15,210,22.49047619047619,oae-15,172,0.9956584659913169,21.494817724484875,0.0022171034269711063
C,4,C4,949,a,2.5,FALSE,FALSE,NA,NA,oae-39,oae,NA,NA,NA,8385,oae-39,189,5.021164021164021,oae-39,172,0.9956584659913169,4.025505555172704,4.800841449222068e-4
C,5,C5,830,a,2.5,FALSE,FALSE,NA,NA,c-17,control,NA,NA,NA,6249,c-17,215,3.86046511627907,c-17,172,0.9956584659913169,2.864806650287753,4.584424148324137e-4
C,6,C6,538,a,2.5,FALSE,FALSE,NA,NA,c-41,control,NA,NA,NA,7421,c-41,191,2.816753926701571,c-41,172,0.9956584659913169,1.821095460710254,2.45397582631755e-4
D,1,D1,4464,a,2.5,FALSE,FALSE,NA,NA,oae-19,oae,NA,NA,NA,4858,oae-19,199,22.4321608040201,oae-19,172,0.9956584659913169,21.436502338028784,0.0044126188427395605
D,2,D2,1262,a,2.5,FALSE,FALSE,NA,NA,oae-43,oae,NA,NA,NA,11306,oae-43,216,5.842592592592593,oae-43,172,0.9956584659913169,4.846934126601275,4.287045928357753e-4
D,3,D3,597,a,2.5,FALSE,FALSE,NA,NA,c-21,control,NA,NA,NA,5712,c-21,191,3.1256544502617802,c-21,172,0.9956584659913169,2.1299959842704634,3.728984566299831e-4
D,4,D4,740,a,2.5,FALSE,FALSE,NA,NA,c-45,control,NA,NA,NA,9250,c-45,203,3.645320197044335,c-45,172,0.9956584659913169,2.649661731053018,2.8644991687059657e-4
D,5,D5,3917,a,2.5,FALSE,FALSE,NA,NA,oae-23,oae,NA,NA,NA,6924,oae-23,245,15.987755102040817,oae-23,172,0.9956584659913169,14.9920966360495,0.0021652363714687317
A,1,A1,1086,a,3,FALSE,FALSE,NA,NA,c-01,control,NA,NA,NA,7395,c-01,202,5.376237623762377,c-01,173,1.0014471780028944,4.374790445759482,5.915876194400922e-4
