row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,family_id_group,sample_id_group,treatment_group,weight_g_measurement,width_mm_measurement,length_mm_measurement,area_mm2_measurement,sample_key,value_t0,fold_change,trace_id,mean_blank_rfu,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
A,1,A1,623,a,29,FALSE,FALSE,NA,6,1,NA,NA,NA,NA,157.843,1,141,4.418439716312057,1,122,1.1215526046986721,3.296887111613385,0.02088712905617218
A,2,A2,582,a,29,FALSE,FALSE,NA,6,2,NA,NA,NA,NA,164.228,2,140,4.1571428571428575,2,122,1.1215526046986721,3.0355902524441856,0.018483999393795122
A,3,A3,304,a,29,FALSE,FALSE,NA,6,3,NA,NA,NA,NA,111.06,3,126,2.4126984126984126,3,122,1.1215526046986721,1.2911458079997404,0.011625660075632455
A,4,A4,779,a,29,FALSE,FALSE,NA,6,4,NA,NA,NA,NA,179.695,4,143,5.4475524475524475,4,122,1.1215526046986721,4.325999842853776,0.024074124727197617
B,1,B1,796,a,29,FALSE,FALSE,NA,6,5,NA,NA,NA,NA,194.889,5,145,5.489655172413793,5,122,1.1215526046986721,4.3681025677151215,0.02241328431935677
B,2,B2,956,a,29,FALSE,FALSE,NA,6,6,NA,NA,NA,NA,196.563,6,159,6.012578616352202,6,122,1.1215526046986721,4.89102601165353,0.02488273994420888
B,3,B3,973,a,29,FALSE,FALSE,NA,6,7,NA,NA,NA,NA,255.284,7,168,5.791666666666667,7,122,1.1215526046986721,4.670114061967995,0.01829379852230455
B,4,B4,1040,a,29,FALSE,FALSE,NA,6,8,NA,NA,NA,NA,169.68,8,157,6.624203821656051,8,122,1.1215526046986721,5.502651216957379,0.032429580486547496
C,1,C1,650,a,29,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,132.507,9,145,4.482758620689655,9,122,1.1215526046986721,3.361206015990983,0.025366252469612795
C,2,C2,605,a,29,FALSE,FALSE,NA,6,10,NA,NA,NA,NA,125.689,10,139,4.35251798561151,10,122,1.1215526046986721,3.2309653809128385,0.025706031402213707
C,3,C3,606,a,29,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.485,11,138,4.391304347826087,11,122,1.1215526046986721,3.269751743127415,0.026056913122105552
A,1,A1,250,a,3,FALSE,FALSE,NA,6,1,NA,NA,NA,NA,157.843,1,141,1.7730496453900708,1,109,1.0020429009193055,0.7710067444707653,0.004884643249753016
A,2,A2,223,a,3,FALSE,FALSE,NA,6,2,NA,NA,NA,NA,164.228,2,140,1.5928571428571427,2,109,1.0020429009193055,0.5908142419378373,0.0035975244290732226
A,3,A3,178,a,3,FALSE,FALSE,NA,6,3,NA,NA,NA,NA,111.06,3,126,1.4126984126984128,3,109,1.0020429009193055,0.4106555117791073,0.0036976005022429973
A,4,A4,272,a,3,FALSE,FALSE,NA,6,4,NA,NA,NA,NA,179.695,4,143,1.902097902097902,4,109,1.0020429009193055,0.9000550011785966,0.005008792683038463
B,1,B1,278,a,3,FALSE,FALSE,NA,6,5,NA,NA,NA,NA,194.889,5,145,1.9172413793103449,5,109,1.0020429009193055,0.9151984783910394,0.004695998637126977
B,2,B2,340,a,3,FALSE,FALSE,NA,6,6,NA,NA,NA,NA,196.563,6,159,2.138364779874214,6,109,1.0020429009193055,1.1363218789549083,0.0057809551083108646
B,3,B3,301,a,3,FALSE,FALSE,NA,6,7,NA,NA,NA,NA,255.284,7,168,1.7916666666666667,7,109,1.0020429009193055,0.7896237657473613,0.0030931189018793236
B,4,B4,302,a,3,FALSE,FALSE,NA,6,8,NA,NA,NA,NA,169.68,8,157,1.9235668789808917,8,109,1.0020429009193055,0.9215239780615863,0.005430952251659514
C,1,C1,290,a,3,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,132.507,9,145,2,9,109,1.0020429009193055,0.9979570990806945,0.007531353808332348
C,2,C2,230,a,3,FALSE,FALSE,NA,6,10,NA,NA,NA,NA,125.689,10,139,1.6546762589928057,10,109,1.0020429009193055,0.6526333580735002,0.005192446101675566
C,3,C3,210,a,3,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.485,11,138,1.5217391304347827,11,109,1.0020429009193055,0.5196962295154772,0.004141500812969496
A,1,A1,634,a,30,FALSE,FALSE,NA,6,1,NA,NA,NA,NA,157.843,1,141,4.49645390070922,1,124,1.139938712972421,3.356515187736799,0.021264897320355032
A,2,A2,603,a,30,FALSE,FALSE,NA,6,2,NA,NA,NA,NA,164.228,2,140,4.307142857142857,2,124,1.139938712972421,3.167204144170436,0.01928540896905787
A,3,A3,306,a,30,FALSE,FALSE,NA,6,3,NA,NA,NA,NA,111.06,3,126,2.4285714285714284,3,124,1.139938712972421,1.2886327155990074,0.011603031835035183
A,4,A4,796,a,30,FALSE,FALSE,NA,6,4,NA,NA,NA,NA,179.695,4,143,5.566433566433567,4,124,1.139938712972421,4.426494853461145,0.024633377965225217
B,1,B1,809,a,30,FALSE,FALSE,NA,6,5,NA,NA,NA,NA,194.889,5,145,5.5793103448275865,5,124,1.139938712972421,4.439371631855165,0.022778974861870936
B,2,B2,974,a,30,FALSE,FALSE,NA,6,6,NA,NA,NA,NA,196.563,6,159,6.1257861635220126,6,124,1.139938712972421,4.985847450549592,0.025365137134402672
B,3,B3,993,a,30,FALSE,FALSE,NA,6,7,NA,NA,NA,NA,255.284,7,168,5.910714285714286,7,124,1.139938712972421,4.770775572741865,0.018688110389769298
B,4,B4,1069,a,30,FALSE,FALSE,NA,6,8,NA,NA,NA,NA,169.68,8,157,6.808917197452229,8,124,1.139938712972421,5.668978484479808,0.03340982133710401
C,1,C1,652,a,30,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,132.507,9,145,4.496551724137931,9,124,1.139938712972421,3.35661301116551,0.025331590113469554
C,2,C2,620,a,30,FALSE,FALSE,NA,6,10,NA,NA,NA,NA,125.689,10,139,4.460431654676259,10,124,1.139938712972421,3.320492941703838,0.026418325722249662
C,3,C3,617,a,30,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.485,11,138,4.471014492753623,11,124,1.139938712972421,3.331075779781202,0.026545609274265466
A,1,A1,634,a,31,FALSE,FALSE,NA,6,1,NA,NA,NA,NA,157.843,1,141,4.49645390070922,1,122,1.1215526046986721,3.374901296010548,0.021381380840522216
A,2,A2,607,a,31,FALSE,FALSE,NA,6,2,NA,NA,NA,NA,164.228,2,140,4.335714285714285,2,122,1.1215526046986721,3.2141616810156135,0.01957133790227984
A,3,A3,307,a,31,FALSE,FALSE,NA,6,3,NA,NA,NA,NA,111.06,3,126,2.4365079365079363,3,122,1.1215526046986721,1.3149553318092642,0.011840044406710465
A,4,A4,817,a,31,FALSE,FALSE,NA,6,4,NA,NA,NA,NA,179.695,4,143,5.713286713286713,4,122,1.1215526046986721,4.591734108588041,0.02555293196019946
B,1,B1,750,a,31,FALSE,FALSE,NA,6,5,NA,NA,NA,NA,194.889,5,145,5.172413793103448,5,122,1.1215526046986721,4.0508611884047765,0.020785478854141465
B,2,B2,986,a,31,FALSE,FALSE,NA,6,6,NA,NA,NA,NA,196.563,6,159,6.20125786163522,6,122,1.1215526046986721,5.079705256936548,0.025842631914127015
B,3,B3,1008,a,31,FALSE,FALSE,NA,6,7,NA,NA,NA,NA,255.284,7,168,6,7,122,1.1215526046986721,4.878447395301328,0.019109883092169225
B,4,B4,1086,a,31,FALSE,FALSE,NA,6,8,NA,NA,NA,NA,169.68,8,157,6.917197452229299,8,122,1.1215526046986721,5.795644847530627,0.034156322769511006
C,1,C1,652,a,31,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,132.507,9,145,4.496551724137931,9,122,1.1215526046986721,3.3749991194392592,0.025470345864288372
C,2,C2,629,a,31,FALSE,FALSE,NA,6,10,NA,NA,NA,NA,125.689,10,139,4.525179856115108,10,122,1.1215526046986721,3.4036272514164363,0.02707975440505085
C,3,C3,630,a,31,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.485,11,138,4.565217391304348,11,122,1.1215526046986721,3.4436647866056758,0.027442840073360765
A,1,A1,639,a,32,FALSE,FALSE,NA,6,1,NA,NA,NA,NA,157.843,1,141,4.531914893617022,1,122,1.1215526046986721,3.41036228891835,0.02160604074249951
A,2,A2,609,a,32,FALSE,FALSE,NA,6,2,NA,NA,NA,NA,164.228,2,140,4.35,2,122,1.1215526046986721,3.2284473953013277,0.019658324982958615
A,3,A3,306,a,32,FALSE,FALSE,NA,6,3,NA,NA,NA,NA,111.06,3,126,2.4285714285714284,3,122,1.1215526046986721,1.3070188238727563,0.011768582963017794
A,4,A4,830,a,32,FALSE,FALSE,NA,6,4,NA,NA,NA,NA,179.695,4,143,5.804195804195804,4,122,1.1215526046986721,4.682643199497132,0.026058839697805352
B,1,B1,734,a,32,FALSE,FALSE,NA,6,5,NA,NA,NA,NA,194.889,5,145,5.062068965517241,5,122,1.1215526046986721,3.9405163608185694,0.020219285648849186
B,2,B2,998,a,32,FALSE,FALSE,NA,6,6,NA,NA,NA,NA,196.563,6,159,6.276729559748428,6,122,1.1215526046986721,5.155176955049756,0.02622658870209427
B,3,B3,1024,a,32,FALSE,FALSE,NA,6,7,NA,NA,NA,NA,255.284,7,168,6.095238095238095,7,122,1.1215526046986721,4.973685490539423,0.019482950324107358
B,4,B4,1095,a,32,FALSE,FALSE,NA,6,8,NA,NA,NA,NA,169.68,8,157,6.974522292993631,8,122,1.1215526046986721,5.852969688294959,0.034494163650960384
C,1,C1,650,a,32,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,132.507,9,145,4.482758620689655,9,122,1.1215526046986721,3.361206015990983,0.025366252469612795
C,2,C2,643,a,32,FALSE,FALSE,NA,6,10,NA,NA,NA,NA,125.689,10,139,4.625899280575539,10,122,1.1215526046986721,3.5043466758768673,0.027881092823372512
C,3,C3,634,a,32,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.485,11,138,4.594202898550725,11,122,1.1215526046986721,3.4726502938520527,0.02767382789856997
A,1,A1,324,a,6,FALSE,FALSE,NA,6,1,NA,NA,NA,NA,157.843,1,141,2.297872340425532,1,113,1.038815117466803,1.2590572229587291,0.007976642758682546
A,2,A2,294,a,6,FALSE,FALSE,NA,6,2,NA,NA,NA,NA,164.228,2,140,2.1,2,113,1.038815117466803,1.061184882533197,0.006461656249441003
A,3,A3,210,a,6,FALSE,FALSE,NA,6,3,NA,NA,NA,NA,111.06,3,126,1.6666666666666667,3,113,1.038815117466803,0.6278515491998637,0.005653264444443217
A,4,A4,329,a,6,FALSE,FALSE,NA,6,4,NA,NA,NA,NA,179.695,4,143,2.300699300699301,4,113,1.038815117466803,1.2618841832324978,0.007022366694857942
B,1,B1,345,a,6,FALSE,FALSE,NA,6,5,NA,NA,NA,NA,194.889,5,145,2.3793103448275863,5,113,1.038815117466803,1.3404952273607833,0.006878249810716784
B,2,B2,458,a,6,FALSE,FALSE,NA,6,6,NA,NA,NA,NA,196.563,6,159,2.880503144654088,6,113,1.038815117466803,1.8416880271872849,0.009369454206474693
B,3,B3,405,a,6,FALSE,FALSE,NA,6,7,NA,NA,NA,NA,255.284,7,168,2.4107142857142856,7,113,1.038815117466803,1.3718991682474826,0.005374011564561362
B,4,B4,413,a,6,FALSE,FALSE,NA,6,8,NA,NA,NA,NA,169.68,8,157,2.6305732484076434,8,113,1.038815117466803,1.5917581309408404,0.009380941365752241
C,1,C1,386,a,6,FALSE,FALSE,NA,6,9,NA,NA,NA,NA,132.507,9,145,2.6620689655172414,9,113,1.038815117466803,1.6232538480504384,0.012250325251122117
C,2,C2,295,a,6,FALSE,FALSE,NA,6,10,NA,NA,NA,NA,125.689,10,139,2.1223021582733814,10,113,1.038815117466803,1.0834870408065784,0.008620380787551644
C,3,C3,295,a,6,FALSE,FALSE,NA,6,11,NA,NA,NA,NA,125.485,11,138,2.13768115942029,11,113,1.038815117466803,1.098866041953487,0.008756951364334279
A,1,A1,147,b,0,FALSE,FALSE,NA,10,13,NA,NA,NA,NA,206.884,13,147,1,13,111,1.0204290091930541,-0.020429009193054126,-9.874620170266491e-5
A,2,A2,142,b,0,FALSE,FALSE,NA,10,14,NA,NA,NA,NA,135.451,14,142,1,14,111,1.0204290091930541,-0.020429009193054126,-1.5082213636705618e-4
A,3,A3,145,b,0,FALSE,FALSE,NA,10,15,NA,NA,NA,NA,169.099,15,145,1,15,111,1.0204290091930541,-0.020429009193054126,-1.2081094029565005e-4
A,4,A4,149,b,0,FALSE,FALSE,NA,10,16,NA,NA,NA,NA,116.774,16,149,1,16,111,1.0204290091930541,-0.020429009193054126,-1.7494484382700023e-4
B,1,B1,144,b,0,FALSE,FALSE,NA,10,17,NA,NA,NA,NA,113.41,17,144,1,17,111,1.0204290091930541,-0.020429009193054126,-1.8013410804209616e-4
B,2,B2,161,b,0,FALSE,FALSE,NA,10,18,NA,NA,NA,NA,177.375,18,161,1,18,111,1.0204290091930541,-0.020429009193054126,-1.1517411807218676e-4
B,3,B3,142,b,0,FALSE,FALSE,NA,10,19,NA,NA,NA,NA,201.355,19,142,1,19,111,1.0204290091930541,-0.020429009193054126,-1.0145767024933142e-4
B,4,B4,150,b,0,FALSE,FALSE,NA,10,20,NA,NA,NA,NA,194.03,20,150,1,20,111,1.0204290091930541,-0.020429009193054126,-1.0528788946582552e-4
C,1,C1,140,b,0,FALSE,FALSE,NA,10,21,NA,NA,NA,NA,91.9,21,140,1,21,111,1.0204290091930541,-0.020429009193054126,-2.2229607391789036e-4
C,2,C2,166,b,0,FALSE,FALSE,NA,10,22,NA,NA,NA,NA,198.082,22,166,1,22,111,1.0204290091930541,-0.020429009193054126,-1.0313410200348405e-4
C,3,C3,147,b,0,FALSE,FALSE,NA,10,23,NA,NA,NA,NA,131.808,23,147,1,23,111,1.0204290091930541,-0.020429009193054126,-1.5499066212258837e-4
A,1,A1,177,b,1,FALSE,FALSE,NA,10,13,NA,NA,NA,NA,206.884,13,147,1.2040816326530612,13,110,1.0112359550561798,0.19284567759688143,9.321439917870953e-4
A,2,A2,152,b,1,FALSE,FALSE,NA,10,14,NA,NA,NA,NA,135.451,14,142,1.0704225352112675,14,110,1.0112359550561798,0.05918658015508771,4.3695934437610435e-4
A,3,A3,161,b,1,FALSE,FALSE,NA,10,15,NA,NA,NA,NA,169.099,15,145,1.110344827586207,15,110,1.0112359550561798,0.09910887253002709,5.86099696213621e-4
A,4,A4,182,b,1,FALSE,FALSE,NA,10,16,NA,NA,NA,NA,116.774,16,149,1.221476510067114,16,110,1.0112359550561798,0.2102405550109343,0.0018004055270088744
B,1,B1,172,b,1,FALSE,FALSE,NA,10,17,NA,NA,NA,NA,113.41,17,144,1.1944444444444444,17,110,1.0112359550561798,0.18320848938826462,0.0016154526883719656
B,2,B2,203,b,1,FALSE,FALSE,NA,10,18,NA,NA,NA,NA,177.375,18,161,1.2608695652173914,18,110,1.0112359550561798,0.24963361016121155,0.0014073776471386133
B,3,B3,165,b,1,FALSE,FALSE,NA,10,19,NA,NA,NA,NA,201.355,19,142,1.1619718309859155,19,110,1.0112359550561798,0.1507358759297357,7.486075634065988e-4
B,4,B4,166,b,1,FALSE,FALSE,NA,10,20,NA,NA,NA,NA,194.03,20,150,1.1066666666666667,20,110,1.0112359550561798,0.09543071161048688,4.918348276580266e-4
C,1,C1,155,b,1,FALSE,FALSE,NA,10,21,NA,NA,NA,NA,91.9,21,140,1.1071428571428572,21,110,1.0112359550561798,0.0959069020866774,0.0010436006755895255
C,2,C2,201,b,1,FALSE,FALSE,NA,10,22,NA,NA,NA,NA,198.082,22,166,1.2108433734939759,22,110,1.0112359550561798,0.19960741843779606,0.001007700944244283
C,3,C3,192,b,1,FALSE,FALSE,NA,10,23,NA,NA,NA,NA,131.808,23,147,1.3061224489795917,23,110,1.0112359550561798,0.29488649392341193,0.002237242761618505
A,1,A1,195,b,2,FALSE,FALSE,NA,10,13,NA,NA,NA,NA,206.884,13,147,1.3265306122448979,13,110,1.0112359550561798,0.3152946571887181,0.0015240166334212317
A,2,A2,183,b,2,FALSE,FALSE,NA,10,14,NA,NA,NA,NA,135.451,14,142,1.2887323943661972,14,110,1.0112359550561798,0.27749643931001744,0.0020486850544478626
A,3,A3,176,b,2,FALSE,FALSE,NA,10,15,NA,NA,NA,NA,169.099,15,145,1.2137931034482758,15,110,1.0112359550561798,0.20255714839209604,0.0011978613025038353
A,4,A4,233,b,2,FALSE,FALSE,NA,10,16,NA,NA,NA,NA,116.774,16,149,1.563758389261745,16,110,1.0112359550561798,0.5525224342055652,0.0047315535496391765
B,1,B1,206,b,2,FALSE,FALSE,NA,10,17,NA,NA,NA,NA,113.41,17,144,1.4305555555555556,17,110,1.0112359550561798,0.4193196004993758,0.0036973776606946105
B,2,B2,249,b,2,FALSE,FALSE,NA,10,18,NA,NA,NA,NA,177.375,18,161,1.546583850931677,18,110,1.0112359550561798,0.5353478958754971,0.00301816995560534
B,3,B3,200,b,2,FALSE,FALSE,NA,10,19,NA,NA,NA,NA,201.355,19,142,1.408450704225352,19,110,1.0112359550561798,0.3972147491691722,0.0019727086447774937
B,4,B4,194,b,2,FALSE,FALSE,NA,10,20,NA,NA,NA,NA,194.03,20,150,1.2933333333333332,20,110,1.0112359550561798,0.2820973782771534,0.0014538853696704295
C,1,C1,180,b,2,FALSE,FALSE,NA,10,21,NA,NA,NA,NA,91.9,21,140,1.2857142857142858,21,110,1.0112359550561798,0.274478330658106,0.0029867065359968008
C,2,C2,302,b,2,FALSE,FALSE,NA,10,22,NA,NA,NA,NA,198.082,22,166,1.819277108433735,22,110,1.0112359550561798,0.8080411533775551,0.004079326508100459
C,3,C3,215,b,2,FALSE,FALSE,NA,10,23,NA,NA,NA,NA,131.808,23,147,1.4625850340136055,23,110,1.0112359550561798,0.4513490789574257,0.0034242919925757597
A,1,A1,728,b,27.5,FALSE,FALSE,NA,10,13,NA,NA,NA,NA,206.884,13,147,4.9523809523809526,13,124,1.139938712972421,3.8124422394085316,0.018427922117749716
A,2,A2,699,b,27.5,FALSE,FALSE,NA,10,14,NA,NA,NA,NA,135.451,14,142,4.922535211267606,14,124,1.139938712972421,3.782596498295185,0.0279259399952395
A,3,A3,1276,b,27.5,FALSE,FALSE,NA,10,15,NA,NA,NA,NA,169.099,15,145,8.8,15,124,1.139938712972421,7.660061287027579,0.04529927017325697
A,4,A4,1173,b,27.5,FALSE,FALSE,NA,10,16,NA,NA,NA,NA,116.774,16,149,7.87248322147651,16,124,1.139938712972421,6.732544508504089,0.05765448223495032
B,1,B1,677,b,27.5,FALSE,FALSE,NA,10,17,NA,NA,NA,NA,113.41,17,144,4.701388888888889,17,124,1.139938712972421,3.5614501759164683,0.03140331695544016
B,2,B2,910,b,27.5,FALSE,FALSE,NA,10,18,NA,NA,NA,NA,177.375,18,161,5.6521739130434785,18,124,1.139938712972421,4.512235200071057,0.025438958139935488
B,3,B3,562,b,27.5,FALSE,FALSE,NA,10,19,NA,NA,NA,NA,201.355,19,142,3.9577464788732395,19,124,1.139938712972421,2.8178077659008185,0.013994227935242824
B,4,B4,1024,b,27.5,FALSE,FALSE,NA,10,20,NA,NA,NA,NA,194.03,20,150,6.826666666666667,20,124,1.139938712972421,5.6867279536942466,0.029308498447117696
C,1,C1,669,b,27.5,FALSE,FALSE,NA,10,21,NA,NA,NA,NA,91.9,21,140,4.7785714285714285,21,124,1.139938712972421,3.6386327155990075,0.039593391899880384
C,2,C2,1114,b,27.5,FALSE,FALSE,NA,10,22,NA,NA,NA,NA,198.082,22,166,6.710843373493976,22,124,1.139938712972421,5.570904660521554,0.028124234713510336
